Filename;ActivityName;Location;ReferenceProduct
21590_acadd970-a05d-4899-8ea9-cd3b58cb9342_54d3412f-bf58-44be-8a75-f4b35480f24e.spold;infrastructure construction, for regional distribution of oil product;RER;infrastructure, for regional distribution of oil product
21591_202a16be-f648-46c3-8c52-a17e3e750cc1_68d6dfcf-2089-4586-9bbf-ad75591105cf.spold;injection moulding;CA-QC;injection moulding
21592_064d90a4-4f49-4682-8f98-02ca5e80ca9b_68d6dfcf-2089-4586-9bbf-ad75591105cf.spold;injection moulding;RER;injection moulding
21593_4a38c4b9-9a5b-44dc-b511-a4658fed1fb8_d98efea6-b076-4cb6-893a-17f54893be5a.spold;insulation spiral-seam duct production, rockwool, DN 400, 30 mm;RER;insulation spiral-seam duct, rockwool, DN 400, 30 mm
21594_85f23033-73bf-4f9a-ae06-730e39739c0f_4c5db6d0-a23c-4794-a259-3f63b780d853.spold;insulated gate bipolar transistor production, for electric vehicle applications;GLO;insulated gate bipolar transistor, electric vehicle application
21595_f236aa0c-2504-44a5-ae99-e1a4f1ea49f0_ad2a5d44-4e6d-430d-873b-0068ea24b9d5.spold;integrated circuit production, logic type;GLO;integrated circuit, logic type
21596_d4e029f1-a071-4b3d-8f1f-581b35955713_35e80885-5578-4bd6-a60f-f16c95a8d615.spold;intermodal shipping container production, 20-foot;GLO;intermodal shipping container, 20-foot
21597_c5ebcdee-e05b-4d96-b1a8-18fcf4254b44_64aceba0-b835-4edd-8437-f194e0b95eb2.spold;integrated circuit production, memory type;GLO;integrated circuit, memory type
21598_c3a19d0f-f6ab-4f83-aec8-5b7537c13328_5ecef96a-aecb-4816-9dfa-2355281e7dbf.spold;intermodal shipping container production, 40-foot, high-cube;GLO;intermodal shipping container, 40-foot, high-cube
21599_925662d2-e842-4365-9350-427487e7a76e_98b67b63-0c19-4f6e-9b36-c2cc10e6cc18.spold;intermodal shipping container production, 45-foot, high-cube;GLO;intermodal shipping container, 45-foot, high-cube
21600_9a493c17-b66b-4a98-817c-8ef2b26cd420_06fc5e3f-af81-4f32-baf6-8cf962397bc3.spold;intermodal shipping container production, 40-foot;GLO;intermodal shipping container, 40-foot
21601_41391645-696d-4d0f-b57e-867512dcfe3b_b8095283-0271-4ecc-8b71-4d4fd6ef08a9.spold;internal combustion engine production, passenger car;GLO;internal combustion engine, for passenger car
21602_33ea827b-9979-45bc-8638-546634098ad3_b940f2cb-0916-477f-9d15-916e96347330.spold;internet access, videoconference, 0.7 Mbit/s;CH;internet access, videoconference, 0.7 Mbit/s
21603_fab735dd-1892-4775-acc0-b2b3114e4fc4_b245e321-06fa-4431-9be6-4995be5af258.spold;internet access equipment production;CH;internet access equipment
21604_37f36a54-9a94-4197-94c7-322244adb33e_0c661ff9-48db-411f-992a-63fc8ab4ae04.spold;internet access, work, 0.2 Mbit/s;CH;internet access, work, 0.2 Mbit/s
21605_6133eb8b-8e80-422e-8d5d-65eb30068b90_fe971074-1d55-46f3-88e1-b5cb56fd6317.spold;intral production;RER;intral
21606_0943b0b1-c82d-4770-9404-1e17e3bb3b6a_19447cec-29de-4cd0-b84a-5c093487aef5.spold;inverter production, 0.5kW;RER;inverter, 0.5kW
21607_60cc2b08-3fd6-4b3d-9c46-2143ecf63bca_9c2e054a-76af-4265-978b-8364099903db.spold;inverter production, 2.5kW;RER;inverter, 2.5kW
21608_26c8126b-2a16-4598-a750-f9bca12bf87d_00ee5180-a19a-4441-bfba-7087532d13a4.spold;inverter production, 500kW;RER;inverter, 500kW
21609_9289fa13-48ef-49a7-968a-fe3642e77baa_05eee2a3-27c1-40ea-8236-75a2407a0ba8.spold;inverter production, for electric passenger car;GLO;inverter, for electric passenger car
21610_d99d1313-2d5d-4ae1-8244-bc89915d0f2a_d64abd75-0e28-4d4b-92ed-d6442798d377.spold;iodine production;RER;iodine
21611_dfed6f6a-4f50-4de7-958d-910b2bdd24cd_0a3a87a4-d431-4a83-a811-8eca3e1919f0.spold;ion-exchanger production for water treatment;CH;ion-exchanger for water treatment
21612_1792abe9-7abc-421e-a87a-b0a76f1427da_cb262c3c-a7c7-4781-82e6-e1e90dd92b65.spold;iron mine operation and iron ore beneficiation to 65% Fe;CA-QC;iron ore, beneficiated, 65% Fe
21613_5b92bdf9-8566-4820-98d5-dea8e6803ae1_b8f9a782-d4ee-4477-be28-ee3ff2997cf6.spold;iron(III) chloride production, without water, in 12% iron solution state;CA-QC;iron(III) chloride, without water, in a 12% iron solution state
21614_fa10ddac-d4a9-4a71-a583-9756d449c675_c614ee4a-ee63-4b51-b129-8a18a5e458fe.spold;iron sulfate production;RER;iron sulfate
21615_90864d21-a25a-4e48-8ef3-a7489e785824_c614ee4a-ee63-4b51-b129-8a18a5e458fe.spold;iron sulfate production;CA-QC;iron sulfate
21616_591439de-e38d-4eeb-a6ed-7b242bb221a5_3da25df2-438a-4e27-9141-4393f3b6f86f.spold;iron pellet production;CA-QC;iron pellet
21617_59cf4586-3054-41b7-b0a2-7e2f4de8ef7a_3b856644-1564-48e5-892f-e8d17beae815.spold;iron(II) chloride production;GLO;iron(II) chloride
21618_c500b7aa-f9da-4edf-8ed6-f40b11e4c63d_1211687f-b185-4e5d-9620-41515a66a390.spold;iron(III) sulfate production, without water, in 12.5% iron solution state;CA-QC;iron(III) sulfate, without water, in 12.5% iron solution state
21619_808c321a-ca7f-4745-93b6-758788fad8a4_b4ad5cda-b0ec-49ae-a032-a15388e71455.spold;iron(III) chloride production, without water, in 14% iron solution state;CA-QC;iron(III) chloride, without water, in 14% iron solution state
21620_f11d603d-f6dc-4e84-ab01-8f7399eccbe1_55cd1ee7-9869-4248-8800-1be2f66267aa.spold;iron-nickel-chromium alloy production;RER;iron-nickel-chromium alloy
21621_f0a4ab1a-791b-422d-b2da-760bed75053e_3f5f5aef-3833-43d4-8b81-44123105afd7.spold;irrigation;DE;irrigation
21622_f5e5a947-8056-4089-8453-6d761e4b056c_3f5f5aef-3833-43d4-8b81-44123105afd7.spold;irrigation;ES;irrigation
21623_fdbf2271-9b82-4b25-9850-d84cfbcd8ab1_3f5f5aef-3833-43d4-8b81-44123105afd7.spold;irrigation;FR;irrigation
21624_9916aedf-5cbc-469f-b6cf-517b4fd8a410_b90e6a07-a2ae-487a-a671-cedcbc6b6da2.spold;isobutyl acetate production;RER;isobutyl acetate
21625_308a0751-f276-4648-9448-0d70ea4c76c8_2a1573b0-ab2e-4126-b931-a4c8b240a97c.spold;isohexane production;RER;isohexane
21626_0052f41d-1f71-45be-af2f-56bc830c4a9c_ffa87882-6302-430b-a4c2-45426a006ed7.spold;isophthalic acid based unsaturated polyester resin production;RER;isophthalic acid based unsaturated polyester resin
21627_5ec020d1-1875-5e56-8d94-e8cdf5c729be_a755ae96-2e6b-4ce2-ae2a-8f36682c1f6e.spold;isopropanol production;RER;isopropanol
21628_00341046-ece8-43fd-b0b1-46f45b128d14_0639ab9a-43bd-48b8-b8d9-99c50aa022fd.spold;isopropyl acetate production;RER;isopropyl acetate
21629_86b7af65-bde4-410b-ae34-c4396c6a2f58_d335f16b-b126-4a15-84e6-5fd50eab80e1.spold;isopropylamine production;RER;isopropylamine
21630_87db2b95-cd5a-4ba4-8d9f-088b3ab5f371_3d455af5-1a55-4ac3-a685-4cb13e1d2097.spold;isoproturon production;RER;isoproturon
21631_f6aa047a-142f-48ce-bf85-30605458d497_e4c082c9-dec1-41d1-8fca-0457c8f630e7.spold;jatropha seed production;GLO;jatropha seed
21632_9aaeb781-87ed-4bb9-8fb9-06ad2e52b618_593c0a1c-d1ba-4e22-b456-6d2f5d2962e4.spold;kaolin production;RER;kaolin
21633_5189d3e1-7d6e-4c5c-ba1d-9dae023a5924_258f8045-3c9c-42fc-81f1-ebce679ca09f.spold;keyboard production;GLO;keyboard
21634_45fbb57e-80f0-4e2c-a8e6-c624f7484245_3990b197-a303-4c36-ae1c-c2ddebaad744.spold;kerosene, import from Europe;CH;kerosene
21635_f92af118-d537-4630-b3f0-63f9e411bab6_a9a664b0-8b9e-4ff4-994a-02f54003e9ff.spold;krypton to generic market for inert gas for discharge lamps;GLO;inert gas for discharge lamps
21636_9ecf04da-7a30-4b0a-8761-b185ea3f1385_d76976c2-548a-4898-b468-4a477b7f88d0.spold;kiwi production;GLO;kiwi
21637_cfab84dd-4527-4b5f-a840-bb234014c547_daca7a28-505a-4cc4-8b6a-7d470261f58a.spold;lactic acid production;RER;lactic acid
21638_a31601fe-c752-4b16-a008-de6e6cad2b6a_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;land already in use, annual cropland to annual crop;CH;land tenure, arable land, measured as carbon net primary productivity, annual crop
21639_eac923e2-0c48-488c-85e0-f1c32a3904d6_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;land already in use, annual cropland to annual crop;DE;land tenure, arable land, measured as carbon net primary productivity, annual crop
21640_d75e3c54-5bb7-43c4-9879-352d009bac88_45d92845-1234-4ab6-8401-2e2c0018d13a.spold;laminating service, foil, with acrylic binder;CA-QC;laminating service, foil, with acrylic binder
21641_f4d8e8ae-2666-4906-bbd6-235fd2129efc_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;land already in use, annual cropland to annual crop;CN;land tenure, arable land, measured as carbon net primary productivity, annual crop
21642_60bc29d2-54bb-466d-a657-d324663f45c8_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;land already in use, annual cropland to annual crop;CA;land tenure, arable land, measured as carbon net primary productivity, annual crop
21643_4e89c0fd-f6a7-43ff-937b-2a932aabd83e_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;land already in use, annual cropland to annual crop;AU;land tenure, arable land, measured as carbon net primary productivity, annual crop
21644_ae499f95-129d-459d-9b37-a37a8d9ece4b_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;land already in use, annual cropland to annual crop;AR;land tenure, arable land, measured as carbon net primary productivity, annual crop
21645_565e183d-cde6-4933-bd6a-dc3bc0f0c324_45d92845-1234-4ab6-8401-2e2c0018d13a.spold;laminating service, foil, with acrylic binder;RER;laminating service, foil, with acrylic binder
21646_84d653c2-053d-4a7c-979f-e6441c691be6_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;land already in use, annual cropland to annual crop;IL;land tenure, arable land, measured as carbon net primary productivity, annual crop
21647_6e118904-14ec-43dd-ad9b-396144127c78_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;land already in use, annual cropland to annual crop;IN;land tenure, arable land, measured as carbon net primary productivity, annual crop
21648_cb3ad3dd-e30a-4857-be59-3f81aef86052_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;land already in use, annual cropland to annual crop;FI;land tenure, arable land, measured as carbon net primary productivity, annual crop
21649_0f180a7f-6d63-48e7-83d7-2100365581c8_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;land already in use, annual cropland to annual crop;HU;land tenure, arable land, measured as carbon net primary productivity, annual crop
21650_c55f44ef-93fd-4540-a6f6-eda12a7a61e2_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;land already in use, annual cropland to annual crop;IT;land tenure, arable land, measured as carbon net primary productivity, annual crop
21651_5d74e96f-c547-40af-8615-a2e8ec2da558_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;land already in use, annual cropland to annual crop;MX;land tenure, arable land, measured as carbon net primary productivity, annual crop
21652_4eac106c-e8a1-4f84-b3cc-e431d916ef39_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;land already in use, annual cropland to annual crop;ES;land tenure, arable land, measured as carbon net primary productivity, annual crop
21653_7b75b247-e219-4f6c-bd34-da480a12b6e2_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;land already in use, annual cropland to annual crop;FR;land tenure, arable land, measured as carbon net primary productivity, annual crop
21654_2b4fd78a-ded0-44ff-a797-c15ab41b5755_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;land already in use, annual cropland to annual crop;PE;land tenure, arable land, measured as carbon net primary productivity, annual crop
21655_9168c5ba-4f69-4934-9cae-79a2c7868df9_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;land already in use, annual cropland to annual crop;NL;land tenure, arable land, measured as carbon net primary productivity, annual crop
21656_d1b0fae6-392d-435c-bbc8-8204c8620326_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;land already in use, annual cropland to annual crop;RU;land tenure, arable land, measured as carbon net primary productivity, annual crop
21657_24cb3a0a-d19f-44dd-a7ec-dc09efe29600_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;land already in use, annual cropland to annual crop;UA;land tenure, arable land, measured as carbon net primary productivity, annual crop
21658_bcbe3ff2-35c8-4af4-8a18-c55521741b92_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;land already in use, annual cropland to annual crop;US;land tenure, arable land, measured as carbon net primary productivity, annual crop
21659_2a16f4e9-2ad1-4d6d-858f-6d0885775898_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;land already in use, annual cropland to annual crop;TH;land tenure, arable land, measured as carbon net primary productivity, annual crop
21660_fd005de0-75aa-4caa-8ad3-27f7ccce4109_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;land already in use, annual cropland to annual crop;NZ;land tenure, arable land, measured as carbon net primary productivity, annual crop
21661_218b9d25-a8a8-496b-8570-c15dadd17ee3_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;land already in use, annual cropland to perennial crop;AR;land tenure, arable land, measured as carbon net primary productivity, perennial crop
21662_77eb3303-6e25-493f-b32e-f30d1900a174_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;land already in use, annual cropland to perennial crop;CO;land tenure, arable land, measured as carbon net primary productivity, perennial crop
21663_185548be-5412-4c79-a95f-39bdeaa82975_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;land already in use, annual cropland to perennial crop;BE;land tenure, arable land, measured as carbon net primary productivity, perennial crop
21664_338ea2ba-1f2c-4aca-8419-c17334ed36f2_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;land already in use, annual cropland to perennial crop;EC;land tenure, arable land, measured as carbon net primary productivity, perennial crop
21665_4c001430-d9eb-4aa7-a71c-7805d68184ee_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;land already in use, annual cropland to perennial crop;CL;land tenure, arable land, measured as carbon net primary productivity, perennial crop
21666_27c53cfb-2eff-4b9f-860c-c10ff8d4b7cb_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;land already in use, annual cropland to perennial crop;CR;land tenure, arable land, measured as carbon net primary productivity, perennial crop
21667_c45a476d-b92b-403c-ab8e-6bbd0465d925_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;land already in use, annual cropland to perennial crop;ES;land tenure, arable land, measured as carbon net primary productivity, perennial crop
21668_a7a219aa-8265-4e4d-b9b6-af4956d55cd3_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;land already in use, annual cropland to perennial crop;CI;land tenure, arable land, measured as carbon net primary productivity, perennial crop
21669_e92e72b9-71a4-4d3b-b7aa-4651f11c40e3_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;land already in use, annual cropland to perennial crop;CN;land tenure, arable land, measured as carbon net primary productivity, perennial crop
21670_4adbd2e2-99f1-4e3a-8048-b92109911218_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;land already in use, annual cropland to perennial crop;HN;land tenure, arable land, measured as carbon net primary productivity, perennial crop
21671_fe4d01f0-8c23-4cb4-b273-e8f5fd586e1f_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;land already in use, annual cropland to perennial crop;FR;land tenure, arable land, measured as carbon net primary productivity, perennial crop
21672_f3699e69-3232-4816-b6b8-ac4095d37ea7_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;land already in use, annual cropland to perennial crop;KE;land tenure, arable land, measured as carbon net primary productivity, perennial crop
21673_c6f6efdb-d30a-4e1a-8501-bc4091b7555b_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;land already in use, annual cropland to perennial crop;IT;land tenure, arable land, measured as carbon net primary productivity, perennial crop
21674_92156777-a82b-44e6-92c2-a0385bfc50e1_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;land already in use, annual cropland to perennial crop;LK;land tenure, arable land, measured as carbon net primary productivity, perennial crop
21675_e5cec7e3-f0f0-4366-9ed4-232e8a49b301_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;land already in use, annual cropland to perennial crop;ID;land tenure, arable land, measured as carbon net primary productivity, perennial crop
21676_b1740f7a-c67b-489e-b1f1-61530153c940_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;land already in use, annual cropland to perennial crop;MG;land tenure, arable land, measured as carbon net primary productivity, perennial crop
21677_d80bec6c-5abf-4aad-8642-9ef1f344feac_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;land already in use, annual cropland to perennial crop;MX;land tenure, arable land, measured as carbon net primary productivity, perennial crop
21678_79e9d7bc-8473-4881-91cd-31f9047a2021_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;land already in use, annual cropland to perennial crop;PE;land tenure, arable land, measured as carbon net primary productivity, perennial crop
21679_25795ab3-133e-4d99-a558-99e5b3891c7c_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;land already in use, annual cropland to perennial crop;MY;land tenure, arable land, measured as carbon net primary productivity, perennial crop
21680_b30bdec5-4694-4c81-9e9e-4e3f44daa000_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;land already in use, annual cropland to perennial crop;PH;land tenure, arable land, measured as carbon net primary productivity, perennial crop
21681_be1708c2-1663-4600-b54c-41c69cdc84a1_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;land already in use, annual cropland to perennial crop;TR;land tenure, arable land, measured as carbon net primary productivity, perennial crop
21682_e1054a8b-3dde-44d3-8b24-191a8bb0b14e_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;land already in use, perennial cropland to annual crop;AR;land tenure, arable land, measured as carbon net primary productivity, annual crop
21683_d06d8749-f415-4110-a188-7c88c01930f7_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;land already in use, annual cropland to perennial crop;ZA;land tenure, arable land, measured as carbon net primary productivity, perennial crop
21684_914d5703-9500-4cff-b177-88f36afdb972_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;land already in use, annual cropland to perennial crop;US;land tenure, arable land, measured as carbon net primary productivity, perennial crop
21685_92e41406-e00b-4e02-a04a-91a9658cfca2_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;land already in use, annual cropland to perennial crop;VN;land tenure, arable land, measured as carbon net primary productivity, perennial crop
21686_ba4e5192-4c0f-4fd1-95a3-768837531498_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;land already in use, perennial cropland to annual crop;CA;land tenure, arable land, measured as carbon net primary productivity, annual crop
21687_b405bbf7-3f4d-417a-a4e7-10ac9e05655a_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;land already in use, perennial cropland to annual crop;AU;land tenure, arable land, measured as carbon net primary productivity, annual crop
21688_0774909b-cddd-4c20-a252-f5352533820f_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;land already in use, perennial cropland to annual crop;CH;land tenure, arable land, measured as carbon net primary productivity, annual crop
21689_4329bb8f-3610-43dd-b9fd-0af475556d6b_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;land already in use, perennial cropland to annual crop;DE;land tenure, arable land, measured as carbon net primary productivity, annual crop
21690_b610f9ee-6844-4547-81fd-20b0a372aaed_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;land already in use, perennial cropland to annual crop;CN;land tenure, arable land, measured as carbon net primary productivity, annual crop
21691_2c43db8a-fa36-43f8-b6ea-494fe1d061ec_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;land already in use, perennial cropland to annual crop;FR;land tenure, arable land, measured as carbon net primary productivity, annual crop
21692_2e4b4d5b-1ee4-4bc2-a7c1-9a12b9d75cec_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;land already in use, perennial cropland to annual crop;FI;land tenure, arable land, measured as carbon net primary productivity, annual crop
21693_249c4e8b-f2b5-42b3-aadc-9c2f1a6b2d54_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;land already in use, perennial cropland to annual crop;HU;land tenure, arable land, measured as carbon net primary productivity, annual crop
21694_da96b44a-f8c6-4a5d-b182-90c2b0fc3186_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;land already in use, perennial cropland to annual crop;ES;land tenure, arable land, measured as carbon net primary productivity, annual crop
21695_9d6c1b54-ffbd-47f4-ad3e-5e23d96a89f4_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;land already in use, perennial cropland to annual crop;IT;land tenure, arable land, measured as carbon net primary productivity, annual crop
21696_74c0502e-d1d2-4e55-9a98-e53f9fdd41f5_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;land already in use, perennial cropland to annual crop;MX;land tenure, arable land, measured as carbon net primary productivity, annual crop
21697_8332a086-f195-44fc-b17c-cd95e578ac1e_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;land already in use, perennial cropland to annual crop;IL;land tenure, arable land, measured as carbon net primary productivity, annual crop
21698_9efa2f8e-2509-4208-be92-78a684c91215_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;land already in use, perennial cropland to annual crop;NL;land tenure, arable land, measured as carbon net primary productivity, annual crop
21699_715a9fd9-6e0e-485e-a98a-aa78332b2013_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;land already in use, perennial cropland to annual crop;RU;land tenure, arable land, measured as carbon net primary productivity, annual crop
21700_a8487c0f-b376-4a21-95f3-4ff580c9d721_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;land already in use, perennial cropland to annual crop;PE;land tenure, arable land, measured as carbon net primary productivity, annual crop
21701_209371a6-784a-406f-8960-c9e843698008_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;land already in use, perennial cropland to annual crop;NZ;land tenure, arable land, measured as carbon net primary productivity, annual crop
21702_bdfed047-b887-47c3-84f0-134648485517_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;land already in use, perennial cropland to perennial crop;CI;land tenure, arable land, measured as carbon net primary productivity, perennial crop
21703_bca85de3-2d91-4f41-8ff0-fc76fdb56a18_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;land already in use, perennial cropland to annual crop;TH;land tenure, arable land, measured as carbon net primary productivity, annual crop
21704_309bc084-b655-4957-8deb-d1e97f65ecff_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;land already in use, perennial cropland to annual crop;UA;land tenure, arable land, measured as carbon net primary productivity, annual crop
21705_93e571d6-59ba-445a-b674-3bd99f0e2962_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;land already in use, perennial cropland to annual crop;US;land tenure, arable land, measured as carbon net primary productivity, annual crop
21706_cb16a49b-cd4c-4f2f-985e-6265f0e2a566_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;land already in use, perennial cropland to perennial crop;CR;land tenure, arable land, measured as carbon net primary productivity, perennial crop
21707_5b119d6c-f50c-440c-840a-d89a36054ef3_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;land already in use, perennial cropland to perennial crop;CO;land tenure, arable land, measured as carbon net primary productivity, perennial crop
21708_0b70f3fa-6f04-4d2d-8430-d3bbf0970fea_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;land already in use, perennial cropland to perennial crop;CL;land tenure, arable land, measured as carbon net primary productivity, perennial crop
21709_388b17db-1d92-4cad-b440-461312a9f6ad_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;land already in use, perennial cropland to perennial crop;BE;land tenure, arable land, measured as carbon net primary productivity, perennial crop
21710_b0f42a45-11e4-403f-a77f-08aa88cef31d_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;land already in use, perennial cropland to perennial crop;AR;land tenure, arable land, measured as carbon net primary productivity, perennial crop
21711_f4ee592f-1615-425e-b1f8-010e0f37a638_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;land already in use, perennial cropland to perennial crop;IT;land tenure, arable land, measured as carbon net primary productivity, perennial crop
21712_04c55c14-a838-4ecd-b08d-f14f77957937_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;land already in use, perennial cropland to perennial crop;LK;land tenure, arable land, measured as carbon net primary productivity, perennial crop
21713_dbe9b55a-9818-4df4-92df-5adf10789c8b_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;land already in use, perennial cropland to perennial crop;HN;land tenure, arable land, measured as carbon net primary productivity, perennial crop
21714_10a14042-c926-4e26-810e-dbda7b24f270_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;land already in use, perennial cropland to perennial crop;ES;land tenure, arable land, measured as carbon net primary productivity, perennial crop
21715_8dea2c21-7fba-4929-9eff-bd0ce550e88e_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;land already in use, perennial cropland to perennial crop;ID;land tenure, arable land, measured as carbon net primary productivity, perennial crop
21716_b23e6259-ce89-462d-b0ce-d6c29229afbf_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;land already in use, perennial cropland to perennial crop;MG;land tenure, arable land, measured as carbon net primary productivity, perennial crop
21717_fcbf622d-fa3e-4a4d-a3ed-62c32d06f739_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;land already in use, perennial cropland to perennial crop;KE;land tenure, arable land, measured as carbon net primary productivity, perennial crop
21718_e24e8177-995f-4a42-917d-2934efd1d003_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;land already in use, perennial cropland to perennial crop;EC;land tenure, arable land, measured as carbon net primary productivity, perennial crop
21719_8d6abc99-e0f5-4ca3-9374-bba3aafaa980_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;land already in use, perennial cropland to perennial crop;FR;land tenure, arable land, measured as carbon net primary productivity, perennial crop
21720_1c5568a5-a152-4429-a04a-edd5c8573d9c_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;land already in use, perennial cropland to perennial crop;PH;land tenure, arable land, measured as carbon net primary productivity, perennial crop
21721_0bba3d5d-ac81-411e-98d0-9d8fc64ce898_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;land already in use, perennial cropland to perennial crop;MY;land tenure, arable land, measured as carbon net primary productivity, perennial crop
21722_c5fdf7e1-c0e8-4b44-8aca-9c541caee64b_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;land already in use, perennial cropland to perennial crop;VN;land tenure, arable land, measured as carbon net primary productivity, perennial crop
21723_938e3151-74cb-40cb-9039-5535c3af75c5_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;land already in use, perennial cropland to perennial crop;PE;land tenure, arable land, measured as carbon net primary productivity, perennial crop
21724_1e360acb-7c98-4215-aea9-39d9c120f561_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;land already in use, perennial cropland to perennial crop;MX;land tenure, arable land, measured as carbon net primary productivity, perennial crop
21725_3cac5f52-7534-4763-a907-3e3439b65678_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;land already in use, perennial cropland to perennial crop;TR;land tenure, arable land, measured as carbon net primary productivity, perennial crop
21726_fcf91091-0de4-4996-b479-1936c7f82937_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;land already in use, perennial cropland to perennial crop;US;land tenure, arable land, measured as carbon net primary productivity, perennial crop
