Filename;ActivityName;Location;ReferenceProduct
31077_03181bf1-24e8-4909-940f-65fe0f54a588_bbf93909-0e28-4d98-a523-12a7741fe9b1.spold;electrolytic refining of primary copper;GLO;copper, cathode
31078_41e0e480-fe8a-4754-b33a-88877751787d_3d3268fa-3c9e-43e0-be88-3dfd53718719.spold;esterification of palm oil;MY;glycerine
31079_41e0e480-fe8a-4754-b33a-88877751787d_4bc66efe-f91b-48e5-9a26-07e383d47e80.spold;esterification of palm oil;MY;vegetable oil methyl ester
31080_c343915a-e050-48c8-a91d-ab66f3fbbb35_3d3268fa-3c9e-43e0-be88-3dfd53718719.spold;esterification of rape oil;CH;glycerine
31081_c343915a-e050-48c8-a91d-ab66f3fbbb35_4bc66efe-f91b-48e5-9a26-07e383d47e80.spold;esterification of rape oil;CH;vegetable oil methyl ester
31082_f4577473-546b-4769-ad72-54788799831d_4bc66efe-f91b-48e5-9a26-07e383d47e80.spold;esterification of rape oil;Europe without Switzerland;vegetable oil methyl ester
31083_f4577473-546b-4769-ad72-54788799831d_3d3268fa-3c9e-43e0-be88-3dfd53718719.spold;esterification of rape oil;Europe without Switzerland;glycerine
31084_0f77cf35-94ae-4318-b446-13d4ad50db14_4bc66efe-f91b-48e5-9a26-07e383d47e80.spold;esterification of soybean oil;BR;vegetable oil methyl ester
31085_f4577473-546b-4769-ad72-54788799831d_db8488c0-a49f-4550-8bae-f2356ce1de64.spold;esterification of rape oil;Europe without Switzerland;potassium sulfate, as K2O
31086_bf4e08f9-ba1a-4b1f-a5f5-02f638c9094a_4bc66efe-f91b-48e5-9a26-07e383d47e80.spold;esterification of soybean oil;US;vegetable oil methyl ester
31087_0f77cf35-94ae-4318-b446-13d4ad50db14_3d3268fa-3c9e-43e0-be88-3dfd53718719.spold;esterification of soybean oil;BR;glycerine
31088_bf4e08f9-ba1a-4b1f-a5f5-02f638c9094a_3d3268fa-3c9e-43e0-be88-3dfd53718719.spold;esterification of soybean oil;US;glycerine
31089_baaee0f6-fa3f-4c7e-8d0e-d3737a0711ca_8b2dfb58-660d-44eb-b83f-5d9e28e467db.spold;ethanol production from grass;CH;protein feed, 100% crude
31090_baaee0f6-fa3f-4c7e-8d0e-d3737a0711ca_69b7861d-cda8-4fbc-b485-0e70b10841a7.spold;ethanol production from grass;CH;grass fibre
31091_baaee0f6-fa3f-4c7e-8d0e-d3737a0711ca_ffcb8cbb-77ab-4f87-8a94-87ca5b8ea79e.spold;ethanol production from grass;CH;ethanol, without water, in 95% solution state, from fermentation
31092_e9356d6d-2bab-4f99-adf5-751ce270074e_ffcb8cbb-77ab-4f87-8a94-87ca5b8ea79e.spold;ethanol production from maize;US;ethanol, without water, in 95% solution state, from fermentation
31093_e9356d6d-2bab-4f99-adf5-751ce270074e_784742e8-9297-43ce-a6eb-4cf891661322.spold;ethanol production from maize;US;Distiller's Dried Grains with Solubles
31094_01e4b2b9-d981-433d-bb00-a96d2e0aeaa4_ffcb8cbb-77ab-4f87-8a94-87ca5b8ea79e.spold;ethanol production from potatoes;CH;ethanol, without water, in 95% solution state, from fermentation
31095_01e4b2b9-d981-433d-bb00-a96d2e0aeaa4_784742e8-9297-43ce-a6eb-4cf891661322.spold;ethanol production from potatoes;CH;Distiller's Dried Grains with Solubles
31096_b7ed4a8a-4568-4374-b880-5f82f1484bd6_784742e8-9297-43ce-a6eb-4cf891661322.spold;ethanol production from rye;RER;Distiller's Dried Grains with Solubles
31097_6065a200-2361-4137-9617-1eb50dc014b9_ffcb8cbb-77ab-4f87-8a94-87ca5b8ea79e.spold;ethanol production from sugar beet;CH;ethanol, without water, in 95% solution state, from fermentation
31098_b7ed4a8a-4568-4374-b880-5f82f1484bd6_ffcb8cbb-77ab-4f87-8a94-87ca5b8ea79e.spold;ethanol production from rye;RER;ethanol, without water, in 95% solution state, from fermentation
31099_6065a200-2361-4137-9617-1eb50dc014b9_e98c4987-0c27-4ad8-aa06-568bea573460.spold;ethanol production from sugar beet;CH;sugar beet pulp
31100_c3eb0ab4-9baf-4fdb-bed0-b20c4eeaecba_66c93e71-f32b-4591-901c-55395db5c132.spold;ethanol production from sugarcane;BR;electricity, high voltage
31101_c3eb0ab4-9baf-4fdb-bed0-b20c4eeaecba_ffcb8cbb-77ab-4f87-8a94-87ca5b8ea79e.spold;ethanol production from sugarcane;BR;ethanol, without water, in 95% solution state, from fermentation
31102_05ab571a-06a2-49f4-9f4e-288fb812ed77_2cd6e74e-c64c-4ed4-945b-fd2d2a4f0db6.spold;ethanol production from sweet sorghum;CN;bagasse, from sweet sorghum
31103_05ab571a-06a2-49f4-9f4e-288fb812ed77_ffcb8cbb-77ab-4f87-8a94-87ca5b8ea79e.spold;ethanol production from sweet sorghum;CN;ethanol, without water, in 95% solution state, from fermentation
31104_05ab571a-06a2-49f4-9f4e-288fb812ed77_66c93e71-f32b-4591-901c-55395db5c132.spold;ethanol production from sweet sorghum;CN;electricity, high voltage
31105_f80f010b-d79b-47a3-9947-234a1e480a1d_ffcb8cbb-77ab-4f87-8a94-87ca5b8ea79e.spold;ethanol production from whey;CH;ethanol, without water, in 95% solution state, from fermentation
31106_f80f010b-d79b-47a3-9947-234a1e480a1d_d52c8167-e8d4-4b0b-92f5-decc91a1b522.spold;ethanol production from whey;CH;fodder yeast
31107_f80f010b-d79b-47a3-9947-234a1e480a1d_8b2dfb58-660d-44eb-b83f-5d9e28e467db.spold;ethanol production from whey;CH;protein feed, 100% crude
31108_20a13ea5-8e1d-4e5a-a3f8-a66e30caf946_66c93e71-f32b-4591-901c-55395db5c132.spold;ethanol production from wood;CH;electricity, high voltage
31109_20a13ea5-8e1d-4e5a-a3f8-a66e30caf946_ffcb8cbb-77ab-4f87-8a94-87ca5b8ea79e.spold;ethanol production from wood;CH;ethanol, without water, in 95% solution state, from fermentation
31110_2103c99e-d43a-49a5-95e4-083a167a607c_66c93e71-f32b-4591-901c-55395db5c132.spold;ethanol production from wood;SE;electricity, high voltage
31111_2103c99e-d43a-49a5-95e4-083a167a607c_ffcb8cbb-77ab-4f87-8a94-87ca5b8ea79e.spold;ethanol production from wood;SE;ethanol, without water, in 95% solution state, from fermentation
31112_958bfe42-3dc5-425c-b4d4-c96893a41535_3a0d77a5-6488-4977-966a-731350be864a.spold;ethylene hydration;RER;ethanol, without water, in 99.7% solution state, from ethylene
31113_958bfe42-3dc5-425c-b4d4-c96893a41535_86f356ee-4bfa-43cf-a82f-4799c7f7c776.spold;ethylene hydration;RER;diethyl ether, without water, in 99.95% solution state
31114_bb0fa74b-cfd9-4f62-8b78-1bddd1fd3a60_019600be-f3ce-4399-9e31-19cdc087ed5f.spold;fibreboard production, hard;RER;residual wood, dry
31115_bb0fa74b-cfd9-4f62-8b78-1bddd1fd3a60_6d2c81d0-5546-4bc3-a4f4-3e88606d539d.spold;fibreboard production, hard;RER;bark chips, wet, measured as dry mass
31116_bb0fa74b-cfd9-4f62-8b78-1bddd1fd3a60_eba9ae95-dab6-4a3a-af5f-631386ac4991.spold;fibreboard production, hard;RER;fibreboard, hard
31117_3ff2d7ac-384b-4606-826e-43d4fc2056ce_6d2c81d0-5546-4bc3-a4f4-3e88606d539d.spold;fibreboard production, soft, from wet & dry processes;CA-QC;bark chips, wet, measured as dry mass
31118_3ff2d7ac-384b-4606-826e-43d4fc2056ce_113b50d5-d900-4fbf-adde-c69b662b6834.spold;fibreboard production, soft, from wet & dry processes;CA-QC;fibreboard, soft
31119_3ff2d7ac-384b-4606-826e-43d4fc2056ce_019600be-f3ce-4399-9e31-19cdc087ed5f.spold;fibreboard production, soft, from wet & dry processes;CA-QC;residual wood, dry
31120_0972dbe6-c771-42a9-a202-ebbe2a1d7b20_113b50d5-d900-4fbf-adde-c69b662b6834.spold;fibreboard production, soft, from wet & dry processes;Europe without Switzerland;fibreboard, soft
31121_0972dbe6-c771-42a9-a202-ebbe2a1d7b20_019600be-f3ce-4399-9e31-19cdc087ed5f.spold;fibreboard production, soft, from wet & dry processes;Europe without Switzerland;residual wood, dry
31122_0972dbe6-c771-42a9-a202-ebbe2a1d7b20_6d2c81d0-5546-4bc3-a4f4-3e88606d539d.spold;fibreboard production, soft, from wet & dry processes;Europe without Switzerland;bark chips, wet, measured as dry mass
31123_22c3e7b7-c702-5245-9fe0-34cd18d062f4_a8033ccc-615f-4e9a-b51f-c483991942ef.spold;fluorination of sodium tetrahydridoborate;GLO;sodium tetrafluoroborate
31124_f7a8f57b-8b79-4054-a498-8a3fd36efa1a_8b2dfb58-660d-44eb-b83f-5d9e28e467db.spold;fodder yeast to generic market for protein feed;GLO;protein feed, 100% crude
31125_f7a8f57b-8b79-4054-a498-8a3fd36efa1a_7cb72345-4338-4f2d-830f-65bba3530fdb.spold;fodder yeast to generic market for protein feed;GLO;energy feed, gross
31126_22c3e7b7-c702-5245-9fe0-34cd18d062f4_953a2c5b-32c8-4809-8853-b160343da646.spold;fluorination of sodium tetrahydridoborate;GLO;diborane
31127_ecef39c0-c894-4e01-b73c-7b9cf05e2dd1_019600be-f3ce-4399-9e31-19cdc087ed5f.spold;glued laminated timber production, for indoor use;CA-QC;residual wood, dry
31128_ecef39c0-c894-4e01-b73c-7b9cf05e2dd1_ad13bd43-a99d-4d74-b4a0-63958aaca9c2.spold;glued laminated timber production, for indoor use;CA-QC;glued laminated timber, for indoor use
31129_9e9a5025-1500-4a5b-b93e-2b05e5d2d263_d47a4435-3089-4263-af99-8611eed2698c.spold;glued laminated timber production, for indoor use;RER;wood chips, dry, measured as dry mass
31130_9e9a5025-1500-4a5b-b93e-2b05e5d2d263_019600be-f3ce-4399-9e31-19cdc087ed5f.spold;glued laminated timber production, for indoor use;RER;residual wood, dry
31131_9e9a5025-1500-4a5b-b93e-2b05e5d2d263_ad13bd43-a99d-4d74-b4a0-63958aaca9c2.spold;glued laminated timber production, for indoor use;RER;glued laminated timber, for indoor use
31132_c2a3840a-b1cb-4820-8752-19af5e951ede_d47a4435-3089-4263-af99-8611eed2698c.spold;glued laminated timber production, for outdoor use;RER;wood chips, dry, measured as dry mass
31133_c2a3840a-b1cb-4820-8752-19af5e951ede_58e92928-0ee1-494f-8538-0e28f44f55bc.spold;glued laminated timber production, for outdoor use;RER;glued laminated timber, for outdoor use
31134_c2a3840a-b1cb-4820-8752-19af5e951ede_019600be-f3ce-4399-9e31-19cdc087ed5f.spold;glued laminated timber production, for outdoor use;RER;residual wood, dry
31135_0bfbce10-5d94-402d-be88-27a480386d44_e09971fb-f77e-48a3-99a8-4feba6a59bb4.spold;gold-silver mine operation with refinery;CA-QC;gold
31136_0bfbce10-5d94-402d-be88-27a480386d44_9a7e6cdc-79c0-4872-840d-a8a2fd723189.spold;gold-silver mine operation with refinery;CA-QC;silver
31137_9150ecb5-7dfe-4f17-8d6e-ba8e38765c1b_e09971fb-f77e-48a3-99a8-4feba6a59bb4.spold;gold-silver mine operation with refinery;PG;gold
31138_9150ecb5-7dfe-4f17-8d6e-ba8e38765c1b_9a7e6cdc-79c0-4872-840d-a8a2fd723189.spold;gold-silver mine operation with refinery;PG;silver
31139_9e8e095a-a271-4451-bb34-7f009918edcf_e09971fb-f77e-48a3-99a8-4feba6a59bb4.spold;gold-silver-zinc-lead-copper mine operation and refining;SE;gold
31140_9e8e095a-a271-4451-bb34-7f009918edcf_fbb039f7-f9cc-46d2-b631-313ddb125c1a.spold;gold-silver-zinc-lead-copper mine operation and refining;SE;copper
31141_9e8e095a-a271-4451-bb34-7f009918edcf_237b35c6-69e1-49c4-8e99-0be6c1b1806e.spold;gold-silver-zinc-lead-copper mine operation and refining;SE;lead
31142_9e8e095a-a271-4451-bb34-7f009918edcf_9a7e6cdc-79c0-4872-840d-a8a2fd723189.spold;gold-silver-zinc-lead-copper mine operation and refining;SE;silver
31143_9e8e095a-a271-4451-bb34-7f009918edcf_dae5718b-c433-4bd9-9deb-eb3ffc2c889e.spold;gold-silver-zinc-lead-copper mine operation and refining;SE;zinc
31144_b20ce6f0-c109-4f61-b36b-b1d0182dcde9_0b4d69f9-6b39-4232-948b-62b7b4f0d3d8.spold;gold-silver-zinc-lead-copper mining and benefication;CA-QC;copper concentrate, sulfide ore
31145_b20ce6f0-c109-4f61-b36b-b1d0182dcde9_b7e3b1ef-098a-48f1-b686-8baa82cff1d3.spold;gold-silver-zinc-lead-copper mining and benefication;CA-QC;zinc concentrate
31146_b20ce6f0-c109-4f61-b36b-b1d0182dcde9_2a1ff7f1-dbb0-48eb-b5a2-c04054380bdf.spold;gold-silver-zinc-lead-copper mining and benefication;CA-QC;gold-silver, ingot
31147_b20ce6f0-c109-4f61-b36b-b1d0182dcde9_d5f3fdb3-44b1-4f40-a9b8-207c0552c552.spold;gold-silver-zinc-lead-copper mining and benefication;CA-QC;lead concentrate
31148_038ae371-f6fc-4303-b7f3-e039de9d9489_00d5b850-ada6-4636-9672-e72e43d620f3.spold;heat and power cogeneration unit construction, 1MWel, 6.4 MWth;CH;heat and power cogeneration unit, 1MWel, 6.4MWth
31149_038ae371-f6fc-4303-b7f3-e039de9d9489_c6c77fb4-9850-4849-be9e-71fc9656bc03.spold;heat and power cogeneration unit construction, 1MWel, 6.4 MWth;CH;solvent, organic
31150_76062397-e7bc-411b-8447-cd202cb94fee_dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b.spold;heat and power co-generation, biogas, gas engine, label-certified;CH;heat, central or small-scale, other than natural gas
31151_76062397-e7bc-411b-8447-cd202cb94fee_5f9b49ad-6aa8-42ee-8d55-af2982e9f0f8.spold;heat and power co-generation, biogas, gas engine, label-certified;CH;electricity, high voltage, label-certified
31152_6da88b41-31bc-4b47-98a7-08b34af7aab1_dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b.spold;heat and power co-generation, biogas, gas engine;AT;heat, central or small-scale, other than natural gas
31153_6da88b41-31bc-4b47-98a7-08b34af7aab1_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, biogas, gas engine;AT;electricity, high voltage
31154_885ebede-85e2-4581-81eb-09f10e4b24a8_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, biogas, gas engine;AU;electricity, high voltage
31155_885ebede-85e2-4581-81eb-09f10e4b24a8_dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b.spold;heat and power co-generation, biogas, gas engine;AU;heat, central or small-scale, other than natural gas
31156_4b41cad5-4d50-4c0b-904b-8c8bb284ad72_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, biogas, gas engine;BE;electricity, high voltage
31157_4b41cad5-4d50-4c0b-904b-8c8bb284ad72_dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b.spold;heat and power co-generation, biogas, gas engine;BE;heat, central or small-scale, other than natural gas
31158_47fbf238-aa41-495c-8e41-7db38e79447a_dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b.spold;heat and power co-generation, biogas, gas engine;BG;heat, central or small-scale, other than natural gas
31159_47fbf238-aa41-495c-8e41-7db38e79447a_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, biogas, gas engine;BG;electricity, high voltage
31160_3df1b0d3-39ca-430f-bb58-08ddf9e89d14_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, biogas, gas engine;CA-NB;electricity, high voltage
31161_975da0d9-94dd-4b36-a8aa-61f8ab8a8f95_dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b.spold;heat and power co-generation, biogas, gas engine;CA-AB;heat, central or small-scale, other than natural gas
31162_975da0d9-94dd-4b36-a8aa-61f8ab8a8f95_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, biogas, gas engine;CA-AB;electricity, high voltage
31163_3df1b0d3-39ca-430f-bb58-08ddf9e89d14_dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b.spold;heat and power co-generation, biogas, gas engine;CA-NB;heat, central or small-scale, other than natural gas
31164_4f89e435-503e-43fa-8da5-8cc6a7933d5b_dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b.spold;heat and power co-generation, biogas, gas engine;CA-NS;heat, central or small-scale, other than natural gas
31165_4f89e435-503e-43fa-8da5-8cc6a7933d5b_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, biogas, gas engine;CA-NS;electricity, high voltage
31166_56720d34-4b76-46b0-82b9-810106161753_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, biogas, gas engine;CA-ON;electricity, high voltage
31167_56720d34-4b76-46b0-82b9-810106161753_dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b.spold;heat and power co-generation, biogas, gas engine;CA-ON;heat, central or small-scale, other than natural gas
31168_e72f7f85-c523-4d22-9e95-7a2fa16b461e_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, biogas, gas engine;CA-PE;electricity, high voltage
31169_e72f7f85-c523-4d22-9e95-7a2fa16b461e_dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b.spold;heat and power co-generation, biogas, gas engine;CA-PE;heat, central or small-scale, other than natural gas
31170_f12edddc-ac16-4040-a2d7-6f8900074844_dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b.spold;heat and power co-generation, biogas, gas engine;CA-QC;heat, central or small-scale, other than natural gas
31171_f12edddc-ac16-4040-a2d7-6f8900074844_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, biogas, gas engine;CA-QC;electricity, high voltage
31172_3e4a67c6-dc45-48a7-82e9-588dc0a0e82d_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, biogas, gas engine;CH;electricity, high voltage
31173_09acb1a4-eef2-447e-9423-c12e50edd2ca_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, biogas, gas engine;CL;electricity, high voltage
31174_09acb1a4-eef2-447e-9423-c12e50edd2ca_dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b.spold;heat and power co-generation, biogas, gas engine;CL;heat, central or small-scale, other than natural gas
31175_3e4a67c6-dc45-48a7-82e9-588dc0a0e82d_dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b.spold;heat and power co-generation, biogas, gas engine;CH;heat, central or small-scale, other than natural gas
31176_aa2ecd9f-09dd-4363-9771-12d3ec0710cf_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, biogas, gas engine;CY;electricity, high voltage
31177_aa2ecd9f-09dd-4363-9771-12d3ec0710cf_dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b.spold;heat and power co-generation, biogas, gas engine;CY;heat, central or small-scale, other than natural gas
31178_adacb9f9-7065-42b8-8f98-70d2344b6052_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, biogas, gas engine;CZ;electricity, high voltage
31179_adacb9f9-7065-42b8-8f98-70d2344b6052_dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b.spold;heat and power co-generation, biogas, gas engine;CZ;heat, central or small-scale, other than natural gas
31180_53159a77-97c5-43e9-9844-2c3c0d3f0928_dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b.spold;heat and power co-generation, biogas, gas engine;DE;heat, central or small-scale, other than natural gas
31181_53159a77-97c5-43e9-9844-2c3c0d3f0928_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, biogas, gas engine;DE;electricity, high voltage
31182_f0e1f173-d5a2-445e-b481-07c16fd694b7_dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b.spold;heat and power co-generation, biogas, gas engine;DK;heat, central or small-scale, other than natural gas
31183_f0e1f173-d5a2-445e-b481-07c16fd694b7_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, biogas, gas engine;DK;electricity, high voltage
31184_3ab9e508-d4ce-4159-a28a-ac16d25b83ba_dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b.spold;heat and power co-generation, biogas, gas engine;EE;heat, central or small-scale, other than natural gas
31185_3ab9e508-d4ce-4159-a28a-ac16d25b83ba_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, biogas, gas engine;EE;electricity, high voltage
31186_1ae2be3b-4ae1-46fe-9380-eb05cdc8198d_dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b.spold;heat and power co-generation, biogas, gas engine;ES;heat, central or small-scale, other than natural gas
31187_1ae2be3b-4ae1-46fe-9380-eb05cdc8198d_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, biogas, gas engine;ES;electricity, high voltage
31188_0112c7e6-cde9-4376-8a25-265f78008968_dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b.spold;heat and power co-generation, biogas, gas engine;FI;heat, central or small-scale, other than natural gas
31189_0112c7e6-cde9-4376-8a25-265f78008968_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, biogas, gas engine;FI;electricity, high voltage
31190_1c674d7a-6df3-47e3-b26e-456e6130bcd2_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, biogas, gas engine;FR;electricity, high voltage
31191_75e6c00f-3b8c-4c8c-96a8-2461d13a1506_dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b.spold;heat and power co-generation, biogas, gas engine;FRCC;heat, central or small-scale, other than natural gas
31192_1c674d7a-6df3-47e3-b26e-456e6130bcd2_dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b.spold;heat and power co-generation, biogas, gas engine;FR;heat, central or small-scale, other than natural gas
31193_75e6c00f-3b8c-4c8c-96a8-2461d13a1506_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, biogas, gas engine;FRCC;electricity, high voltage
31194_ea9a2471-9180-4dbe-9632-8d14ec434c2e_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, biogas, gas engine;GB;electricity, high voltage
31195_ea9a2471-9180-4dbe-9632-8d14ec434c2e_dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b.spold;heat and power co-generation, biogas, gas engine;GB;heat, central or small-scale, other than natural gas
31196_1c77389b-e2d0-4324-9a7e-ba6493103a20_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, biogas, gas engine;GR;electricity, high voltage
31197_1c77389b-e2d0-4324-9a7e-ba6493103a20_dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b.spold;heat and power co-generation, biogas, gas engine;GR;heat, central or small-scale, other than natural gas
31198_2a66be13-4e75-4454-9f63-d01741954428_dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b.spold;heat and power co-generation, biogas, gas engine;HICC;heat, central or small-scale, other than natural gas
31199_2a66be13-4e75-4454-9f63-d01741954428_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, biogas, gas engine;HICC;electricity, high voltage
31200_0d695a5d-b034-4ec1-9700-4193425479c0_dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b.spold;heat and power co-generation, biogas, gas engine;HR;heat, central or small-scale, other than natural gas
31201_0d695a5d-b034-4ec1-9700-4193425479c0_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, biogas, gas engine;HR;electricity, high voltage
31202_c13cfe19-653b-41e9-8576-7e8eed9d3760_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, biogas, gas engine;HU;electricity, high voltage
31203_c13cfe19-653b-41e9-8576-7e8eed9d3760_dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b.spold;heat and power co-generation, biogas, gas engine;HU;heat, central or small-scale, other than natural gas
31204_235ffa61-18ca-46a0-a940-45807fe436a0_dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b.spold;heat and power co-generation, biogas, gas engine;ID;heat, central or small-scale, other than natural gas
31205_235ffa61-18ca-46a0-a940-45807fe436a0_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, biogas, gas engine;ID;electricity, high voltage
31206_4ca7fc01-8d69-4c2c-b9cb-0f6199210fab_dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b.spold;heat and power co-generation, biogas, gas engine;IE;heat, central or small-scale, other than natural gas
31207_4ca7fc01-8d69-4c2c-b9cb-0f6199210fab_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, biogas, gas engine;IE;electricity, high voltage
31208_354f562e-3e54-42a3-98b3-076e7900bde8_dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b.spold;heat and power co-generation, biogas, gas engine;IR;heat, central or small-scale, other than natural gas
31209_354f562e-3e54-42a3-98b3-076e7900bde8_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, biogas, gas engine;IR;electricity, high voltage
31210_de9fbe76-c239-4afd-a64f-c491ed032213_dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b.spold;heat and power co-generation, biogas, gas engine;IT;heat, central or small-scale, other than natural gas
31211_de9fbe76-c239-4afd-a64f-c491ed032213_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, biogas, gas engine;IT;electricity, high voltage
31212_d5e2e3f0-5b96-441e-84be-23af7c27640d_dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b.spold;heat and power co-generation, biogas, gas engine;KR;heat, central or small-scale, other than natural gas
31213_d5e2e3f0-5b96-441e-84be-23af7c27640d_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, biogas, gas engine;KR;electricity, high voltage
31214_d12a1c4b-2215-48ae-b7d0-1acf0e6cb144_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, biogas, gas engine;LT;electricity, high voltage
31215_d12a1c4b-2215-48ae-b7d0-1acf0e6cb144_dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b.spold;heat and power co-generation, biogas, gas engine;LT;heat, central or small-scale, other than natural gas
31216_3b3b43e1-e1e8-4eb6-b609-04c9a9e5ff60_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, biogas, gas engine;LU;electricity, high voltage
31217_3b3b43e1-e1e8-4eb6-b609-04c9a9e5ff60_dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b.spold;heat and power co-generation, biogas, gas engine;LU;heat, central or small-scale, other than natural gas
31218_23d6efce-c2a8-480c-8e1b-1b680a9cef94_dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b.spold;heat and power co-generation, biogas, gas engine;LV;heat, central or small-scale, other than natural gas
31219_23d6efce-c2a8-480c-8e1b-1b680a9cef94_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, biogas, gas engine;LV;electricity, high voltage
31220_52a93710-3081-4c65-a47c-83c9cdae704e_dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b.spold;heat and power co-generation, biogas, gas engine;MRO, US only;heat, central or small-scale, other than natural gas
31221_d5377db9-dc7e-403a-a591-b20bc4ec770e_dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b.spold;heat and power co-generation, biogas, gas engine;MX;heat, central or small-scale, other than natural gas
31222_52a93710-3081-4c65-a47c-83c9cdae704e_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, biogas, gas engine;MRO, US only;electricity, high voltage
31223_d5377db9-dc7e-403a-a591-b20bc4ec770e_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, biogas, gas engine;MX;electricity, high voltage
31224_e091eeb9-5755-4a1a-82ce-b8578aaa5d43_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, biogas, gas engine;MY;electricity, high voltage
31225_e091eeb9-5755-4a1a-82ce-b8578aaa5d43_dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b.spold;heat and power co-generation, biogas, gas engine;MY;heat, central or small-scale, other than natural gas
31226_fb3c4046-3ffc-40f2-a3b7-2615ce723ca9_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, biogas, gas engine;NL;electricity, high voltage
